epoch,step,test/acc,test/f1,test/loss,train/acc,train/f1,train/loss,val/acc,val/f1,val/loss
0,11,,,,,,,0.7789473533630371,0.7567258477210999,0.7202677726745605
0,11,,,,0.3882978856563568,0.36963486671447754,2.163703441619873,,,
1,23,,,,,,,0.8526315689086914,0.8511946797370911,0.4487169682979584
1,23,,,,0.8085106611251831,0.8006171584129333,0.5525716543197632,,,
2,24,0.9327731132507324,0.9470536112785339,0.24639426171779633,,,,,,
